Rank,Club,Country,Level,Elo,From,To
None,Bradford,ENG,2,1451.39990234,1998-12-10,1998-12-12
None,Bradford,ENG,2,1465.28088379,1998-12-13,1998-12-19
None,Bradford,ENG,2,1471.71398926,1998-12-20,1998-12-26
None,Bradford,ENG,2,1476.32373047,1998-12-27,1998-12-28
None,Bradford,ENG,2,1484.33703613,1998-12-29,1999-01-09
None,Bradford,ENG,2,1492.84777832,1999-01-10,1999-01-16
None,Bradford,ENG,2,1498.20556641,1999-01-17,1999-01-19
None,Bradford,ENG,2,1502.92736816,1999-01-20,1999-01-31
None,Bradford,ENG,2,1498.16235352,1999-02-01,1999-02-06
None,Bradford,ENG,2,1504.93151855,1999-02-07,1999-02-13
None,Bradford,ENG,2,1504.49072266,1999-02-14,1999-02-19
None,Bradford,ENG,2,1506.20800781,1999-02-20,1999-02-27
None,Bradford,ENG,2,1510.92175293,1999-02-28,1999-03-03
None,Bradford,ENG,2,1523.80969238,1999-03-04,1999-03-04
None,Bradford,ENG,2,1524.37915039,1999-03-05,1999-03-09
None,Bradford,ENG,2,1517.63635254,1999-03-10,1999-03-13
None,Bradford,ENG,2,1525.26135254,1999-03-14,1999-03-17
None,Bradford,ENG,2,1528.33959961,1999-03-18,1999-03-18
None,Bradford,ENG,2,1528.51269531,1999-03-19,1999-03-20
None,Bradford,ENG,2,1534.10388184,1999-03-21,1999-03-28
None,Bradford,ENG,2,1526.43261719,1999-03-29,1999-04-03
None,Bradford,ENG,2,1533.90698242,1999-04-04,1999-04-05
None,Bradford,ENG,2,1542.27770996,1999-04-06,1999-04-07
None,Bradford,ENG,2,1539.99975586,1999-04-08,1999-04-08
None,Bradford,ENG,2,1537.53442383,1999-04-09,1999-04-10
None,Bradford,ENG,2,1540.81921387,1999-04-11,1999-04-13
None,Bradford,ENG,2,1538.06262207,1999-04-14,1999-04-17
None,Bradford,ENG,2,1525.28173828,1999-04-18,1999-04-21
None,Bradford,ENG,2,1532.57312012,1999-04-22,1999-04-24
None,Bradford,ENG,2,1539.11755371,1999-04-25,1999-05-01
None,Bradford,ENG,2,1533.31738281,1999-05-02,1999-05-09
None,Bradford,ENG,2,1543.06884766,1999-05-10,1999-05-26
None,Bradford,ENG,2,1546.83679199,1999-05-27,1999-07-01
None,Bradford,ENG,1,1546.83679199,1999-07-02,1999-08-07
None,Bradford,ENG,1,1558.68359375,1999-08-08,1999-08-11
None,Bradford,ENG,1,1559.02722168,1999-08-12,1999-08-14
None,Bradford,ENG,1,1558.75708008,1999-08-15,1999-08-21
None,Bradford,ENG,1,1551.4744873,1999-08-22,1999-08-25
None,Bradford,ENG,1,1549.25878906,1999-08-26,1999-08-28
None,Bradford,ENG,1,1537.72937012,1999-08-29,1999-09-12
None,Bradford,ENG,1,1538.72961426,1999-09-13,1999-09-14
None,Bradford,ENG,1,1541.31970215,1999-09-15,1999-09-15
None,Bradford,ENG,1,1540.42492676,1999-09-16,1999-09-16
None,Bradford,ENG,1,1547.1192627,1999-09-17,1999-09-18
None,Bradford,ENG,1,1543.8684082,1999-09-19,1999-09-21
None,Bradford,ENG,1,1541.26306152,1999-09-22,1999-09-22
None,Bradford,ENG,1,1545.3248291,1999-09-23,1999-09-25
None,Bradford,ENG,1,1557.24206543,1999-09-26,1999-09-28
None,Bradford,ENG,1,1558.45678711,1999-09-29,1999-09-29
None,Bradford,ENG,1,1561.85644531,1999-09-30,1999-09-30
None,Bradford,ENG,1,1562.25793457,1999-10-01,1999-10-02
None,Bradford,ENG,1,1551.03405762,1999-10-03,1999-10-16
None,Bradford,ENG,1,1545.59875488,1999-10-17,1999-10-19
None,Bradford,ENG,1,1536.13330078,1999-10-20,1999-10-20
None,Bradford,ENG,1,1543.2442627,1999-10-21,1999-10-21
None,Bradford,ENG,1,1544.39160156,1999-10-22,1999-10-23
None,Bradford,ENG,1,1558.06152344,1999-10-24,1999-10-26
None,Bradford,ENG,1,1560.07995605,1999-10-27,1999-10-27
None,Bradford,ENG,1,1557.32946777,1999-10-28,1999-10-28
None,Bradford,ENG,1,1558.70153809,1999-10-29,1999-11-01
None,Bradford,ENG,1,1555.12280273,1999-11-02,1999-11-02
None,Bradford,ENG,1,1557.71862793,1999-11-03,1999-11-03
None,Bradford,ENG,1,1559.68139648,1999-11-04,1999-11-04
None,Bradford,ENG,1,1551.18188477,1999-11-05,1999-11-06
None,Bradford,ENG,1,1551.44714355,1999-11-07,1999-11-20
None,Bradford,ENG,1,1549.72229004,1999-11-21,1999-11-23
None,Bradford,ENG,1,1545.44775391,1999-11-24,1999-11-24
None,Bradford,ENG,1,1547.00170898,1999-11-25,1999-11-25
None,Bradford,ENG,1,1550.08435059,1999-11-26,1999-11-28
None,Bradford,ENG,1,1548.49060059,1999-11-29,1999-12-02
None,Bradford,ENG,1,1547.27197266,1999-12-03,1999-12-04
None,Bradford,ENG,1,1547.32495117,1999-12-05,1999-12-07
None,Bradford,ENG,1,1550.02734375,1999-12-08,1999-12-08
None,Bradford,ENG,1,1552.84753418,1999-12-09,1999-12-09
None,Bradford,ENG,1,1555.03027344,1999-12-10,1999-12-18
None,Bradford,ENG,1,1566.48461914,1999-12-19,1999-12-26
None,Bradford,ENG,1,1564.55847168,1999-12-27,1999-12-28
None,Bradford,ENG,1,1565.40625,1999-12-29,2000-01-03
None,Bradford,ENG,1,1560.75439453,2000-01-04,2000-01-08
None,Bradford,ENG,1,1564.71582031,2000-01-09,2000-01-15
None,Bradford,ENG,1,1557.03625488,2000-01-16,2000-01-22
None,Bradford,ENG,1,1561.38439941,2000-01-23,2000-02-05
None,Bradford,ENG,1,1574.15600586,2000-02-06,2000-02-12
None,Bradford,ENG,1,1570.51538086,2000-02-13,2000-02-26
None,Bradford,ENG,1,1571.64331055,2000-02-27,2000-02-29
None,Bradford,ENG,1,1568.48217773,2000-03-01,2000-03-01
None,Bradford,ENG,1,1569.91442871,2000-03-02,2000-03-02
None,Bradford,ENG,1,1578.92346191,2000-03-03,2000-03-04
None,Bradford,ENG,1,1583.98498535,2000-03-05,2000-03-07
None,Bradford,ENG,1,1586.79785156,2000-03-08,2000-03-08
None,Bradford,ENG,1,1588.07226562,2000-03-09,2000-03-09
None,Bradford,ENG,1,1591.6328125,2000-03-10,2000-03-12
None,Bradford,ENG,1,1587.26049805,2000-03-13,2000-03-14
None,Bradford,ENG,1,1592.02270508,2000-03-15,2000-03-15
None,Bradford,ENG,1,1593.50195312,2000-03-16,2000-03-16
None,Bradford,ENG,1,1598.75756836,2000-03-17,2000-03-18
None,Bradford,ENG,1,1590.69812012,2000-03-19,2000-03-21
None,Bradford,ENG,1,1591.09082031,2000-03-22,2000-03-22
None,Bradford,ENG,1,1586.91137695,2000-03-23,2000-03-23
None,Bradford,ENG,1,1588.38244629,2000-03-24,2000-03-25
None,Bradford,ENG,1,1583.31152344,2000-03-26,2000-04-01
None,Bradford,ENG,1,1579.01696777,2000-04-02,2000-04-04
None,Bradford,ENG,1,1579.57824707,2000-04-05,2000-04-05
None,Bradford,ENG,1,1583.6373291,2000-04-06,2000-04-06
None,Bradford,ENG,1,1579.65771484,2000-04-07,2000-04-08
None,Bradford,ENG,1,1571.09411621,2000-04-09,2000-04-15
None,Bradford,ENG,1,1565.05371094,2000-04-16,2000-04-18
None,Bradford,ENG,1,1556.79284668,2000-04-19,2000-04-19
None,Bradford,ENG,1,1550.14819336,2000-04-20,2000-04-20
None,Bradford,ENG,1,1549.57873535,2000-04-21,2000-04-21
None,Bradford,ENG,1,1549.46765137,2000-04-22,2000-04-24
None,Bradford,ENG,1,1563.61804199,2000-04-25,2000-04-30
None,Bradford,ENG,1,1574.00769043,2000-05-01,2000-05-06
None,Bradford,ENG,1,1568.32177734,2000-05-07,2000-05-14
None,Bradford,ENG,1,1579.8302002,2000-05-15,2000-05-17
None,Bradford,ENG,1,1578.67224121,2000-05-18,2000-08-09
None,Bradford,ENG,1,1578.7220459,2000-08-10,2000-08-19
None,Bradford,ENG,1,1576.26538086,2000-08-20,2000-08-22
None,Bradford,ENG,1,1592.93811035,2000-08-23,2000-08-23
None,Bradford,ENG,1,1596.31433105,2000-08-24,2000-08-26
None,Bradford,ENG,1,1596.84594727,2000-08-27,2000-09-05
None,Bradford,ENG,1,1594.35388184,2000-09-06,2000-09-09
None,Bradford,ENG,1,1599.35388184,2000-09-10,2000-09-12
None,Bradford,ENG,1,1602.84228516,2000-09-13,2000-09-13
None,Bradford,ENG,1,1601.22961426,2000-09-14,2000-09-14
None,Bradford,ENG,1,1600.29785156,2000-09-15,2000-09-16
None,Bradford,ENG,1,1595.67102051,2000-09-17,2000-09-19
None,Bradford,ENG,1,1598.05651855,2000-09-20,2000-09-20
None,Bradford,ENG,1,1598.49951172,2000-09-21,2000-09-23
None,Bradford,ENG,1,1589.6151123,2000-09-24,2000-09-26
None,Bradford,ENG,1,1587.546875,2000-09-27,2000-09-27
None,Bradford,ENG,1,1590.70593262,2000-09-28,2000-09-28
None,Bradford,ENG,1,1576.86657715,2000-09-29,2000-09-30
None,Bradford,ENG,1,1581.60839844,2000-10-01,2000-10-14
None,Bradford,ENG,1,1572.8067627,2000-10-15,2000-10-17
None,Bradford,ENG,1,1574.30493164,2000-10-18,2000-10-18
None,Bradford,ENG,1,1575.37475586,2000-10-19,2000-10-21
None,Bradford,ENG,1,1564.64416504,2000-10-22,2000-10-24
None,Bradford,ENG,1,1560.2208252,2000-10-25,2000-10-25
None,Bradford,ENG,1,1561.40405273,2000-10-26,2000-10-26
None,Bradford,ENG,1,1561.65673828,2000-10-27,2000-10-29
None,Bradford,ENG,1,1565.48876953,2000-10-30,2000-11-04
None,Bradford,ENG,1,1558.72607422,2000-11-05,2000-11-07
None,Bradford,ENG,1,1550.38220215,2000-11-08,2000-11-08
None,Bradford,ENG,1,1553.33776855,2000-11-09,2000-11-09
None,Bradford,ENG,1,1554.37939453,2000-11-10,2000-11-11
None,Bradford,ENG,1,1547.01342773,2000-11-12,2000-11-18
None,Bradford,ENG,1,1539.99865723,2000-11-19,2000-11-21
None,Bradford,ENG,1,1541.11230469,2000-11-22,2000-11-22
None,Bradford,ENG,1,1531.49902344,2000-11-23,2000-11-23
None,Bradford,ENG,1,1534.19958496,2000-11-24,2000-11-25
None,Bradford,ENG,1,1538.66625977,2000-11-26,2000-12-02
None,Bradford,ENG,1,1545.76269531,2000-12-03,2000-12-05
None,Bradford,ENG,1,1549.58239746,2000-12-06,2000-12-06
None,Bradford,ENG,1,1551.74902344,2000-12-07,2000-12-07
None,Bradford,ENG,1,1555.62145996,2000-12-08,2000-12-09
None,Bradford,ENG,1,1556.72766113,2000-12-10,2000-12-16
None,Bradford,ENG,1,1553.75463867,2000-12-17,2000-12-23
None,Bradford,ENG,1,1549.43359375,2000-12-24,2000-12-26
None,Bradford,ENG,1,1539.60510254,2000-12-27,2001-01-01
None,Bradford,ENG,1,1553.46032715,2001-01-02,2001-01-13
None,Bradford,ENG,1,1549.73486328,2001-01-14,2001-01-21
None,Bradford,ENG,1,1556.60327148,2001-01-22,2001-01-30
None,Bradford,ENG,1,1554.22094727,2001-01-31,2001-02-03
None,Bradford,ENG,1,1542.98059082,2001-02-04,2001-02-10
None,Bradford,ENG,1,1537.70422363,2001-02-11,2001-02-13
None,Bradford,ENG,1,1543.39978027,2001-02-14,2001-02-14
None,Bradford,ENG,1,1544.3338623,2001-02-15,2001-02-15
None,Bradford,ENG,1,1550.87231445,2001-02-16,2001-02-20
None,Bradford,ENG,1,1548.99401855,2001-02-21,2001-02-21
None,Bradford,ENG,1,1553.93554688,2001-02-22,2001-02-22
None,Bradford,ENG,1,1551.88098145,2001-02-23,2001-02-24
None,Bradford,ENG,1,1545.61193848,2001-02-25,2001-03-04
None,Bradford,ENG,1,1541.67492676,2001-03-05,2001-03-06
None,Bradford,ENG,1,1541.81640625,2001-03-07,2001-03-07
None,Bradford,ENG,1,1540.52832031,2001-03-08,2001-03-08
None,Bradford,ENG,1,1541.03540039,2001-03-09,2001-03-13
None,Bradford,ENG,1,1541.6328125,2001-03-14,2001-03-14
None,Bradford,ENG,1,1538.75769043,2001-03-15,2001-03-15
None,Bradford,ENG,1,1541.62683105,2001-03-16,2001-03-17
None,Bradford,ENG,1,1540.65087891,2001-03-18,2001-03-31
None,Bradford,ENG,1,1542.6463623,2001-04-01,2001-04-03
None,Bradford,ENG,1,1537.82385254,2001-04-04,2001-04-04
None,Bradford,ENG,1,1545.34423828,2001-04-05,2001-04-05
None,Bradford,ENG,1,1547.0279541,2001-04-06,2001-04-10
None,Bradford,ENG,1,1543.72167969,2001-04-11,2001-04-13
None,Bradford,ENG,1,1557.44213867,2001-04-14,2001-04-17
None,Bradford,ENG,1,1552.80517578,2001-04-18,2001-04-18
None,Bradford,ENG,1,1549.46643066,2001-04-19,2001-04-19
None,Bradford,ENG,1,1552.75268555,2001-04-20,2001-04-21
None,Bradford,ENG,1,1564.45239258,2001-04-22,2001-04-28
None,Bradford,ENG,1,1560.234375,2001-04-29,2001-05-01
None,Bradford,ENG,1,1555.98364258,2001-05-02,2001-05-02
None,Bradford,ENG,1,1555.1451416,2001-05-03,2001-05-05
None,Bradford,ENG,1,1557.33789062,2001-05-06,2001-05-08
None,Bradford,ENG,1,1552.91430664,2001-05-09,2001-05-13
None,Bradford,ENG,1,1549.24804688,2001-05-14,2001-05-16
None,Bradford,ENG,1,1552.06787109,2001-05-17,2001-05-19
None,Bradford,ENG,1,1555.47912598,2001-05-20,2001-07-01
None,Bradford,ENG,2,1555.47912598,2001-07-02,2001-08-08
None,Bradford,ENG,2,1555.52160645,2001-08-09,2001-08-11
None,Bradford,ENG,2,1563.83496094,2001-08-12,2001-08-18
None,Bradford,ENG,2,1570.35974121,2001-08-19,2001-08-21
None,Bradford,ENG,2,1570.36657715,2001-08-22,2001-08-24
None,Bradford,ENG,2,1577.36975098,2001-08-25,2001-09-02
None,Bradford,ENG,2,1565.71191406,2001-09-03,2001-09-08
None,Bradford,ENG,2,1565.8770752,2001-09-09,2001-09-11
None,Bradford,ENG,2,1561.54101562,2001-09-12,2001-09-14
None,Bradford,ENG,2,1569.84814453,2001-09-15,2001-09-17
None,Bradford,ENG,2,1569.07824707,2001-09-18,2001-09-18
None,Bradford,ENG,2,1570.36804199,2001-09-19,2001-09-19
None,Bradford,ENG,2,1572.37072754,2001-09-20,2001-09-20
None,Bradford,ENG,2,1557.0670166,2001-09-21,2001-09-25
None,Bradford,ENG,2,1537.45532227,2001-09-26,2001-09-26
None,Bradford,ENG,2,1536.27197266,2001-09-27,2001-09-27
None,Bradford,ENG,2,1543.1081543,2001-09-28,2001-09-29
None,Bradford,ENG,2,1546.91760254,2001-09-30,2001-10-10
None,Bradford,ENG,2,1551.99938965,2001-10-11,2001-10-13
None,Bradford,ENG,2,1535.39245605,2001-10-14,2001-10-16
None,Bradford,ENG,2,1529.72009277,2001-10-17,2001-10-17
None,Bradford,ENG,2,1525.56347656,2001-10-18,2001-10-18
None,Bradford,ENG,2,1520.31494141,2001-10-19,2001-10-20
None,Bradford,ENG,2,1508.27697754,2001-10-21,2001-10-23
None,Bradford,ENG,2,1499.34631348,2001-10-24,2001-10-24
None,Bradford,ENG,2,1501.18530273,2001-10-25,2001-10-27
None,Bradford,ENG,2,1506.85656738,2001-10-28,2001-10-30
None,Bradford,ENG,2,1503.89807129,2001-10-31,2001-10-31
None,Bradford,ENG,2,1504.35864258,2001-11-01,2001-11-01
None,Bradford,ENG,2,1501.22155762,2001-11-02,2001-11-02
None,Bradford,ENG,2,1501.1541748,2001-11-03,2001-11-10
None,Bradford,ENG,2,1517.52075195,2001-11-11,2001-11-17
None,Bradford,ENG,2,1522.80419922,2001-11-18,2001-11-20
None,Bradford,ENG,2,1521.68261719,2001-11-21,2001-11-21
None,Bradford,ENG,2,1520.04553223,2001-11-22,2001-11-22
None,Bradford,ENG,2,1522.40466309,2001-11-23,2001-11-24
None,Bradford,ENG,2,1515.7911377,2001-11-25,2001-12-01
None,Bradford,ENG,2,1504.88037109,2001-12-02,2001-12-04
None,Bradford,ENG,2,1507.65563965,2001-12-05,2001-12-05
None,Bradford,ENG,2,1510.02783203,2001-12-06,2001-12-06
None,Bradford,ENG,2,1504.7689209,2001-12-07,2001-12-08
None,Bradford,ENG,2,1510.80773926,2001-12-09,2001-12-16
None,Bradford,ENG,2,1504.41369629,2001-12-17,2001-12-23
None,Bradford,ENG,2,1493.67321777,2001-12-24,2001-12-26
None,Bradford,ENG,2,1483.7565918,2001-12-27,2001-12-29
None,Bradford,ENG,2,1473.73876953,2001-12-30,2002-01-12
None,Bradford,ENG,2,1481.09008789,2002-01-13,2002-01-19
None,Bradford,ENG,2,1481.9765625,2002-01-20,2002-01-29
None,Bradford,ENG,2,1473.33862305,2002-01-30,2002-02-02
None,Bradford,ENG,2,1480.39868164,2002-02-03,2002-02-16
None,Bradford,ENG,2,1473.59265137,2002-02-17,2002-02-19
None,Bradford,ENG,2,1474.53674316,2002-02-20,2002-02-20
None,Bradford,ENG,2,1471.61865234,2002-02-21,2002-02-21
None,Bradford,ENG,2,1472.28637695,2002-02-22,2002-02-23
None,Bradford,ENG,2,1491.38671875,2002-02-24,2002-02-26
None,Bradford,ENG,2,1499.10852051,2002-02-27,2002-02-27
None,Bradford,ENG,2,1501.65600586,2002-02-28,2002-02-28
None,Bradford,ENG,2,1495.86608887,2002-03-01,2002-03-02
None,Bradford,ENG,2,1479.88452148,2002-03-03,2002-03-05
None,Bradford,ENG,2,1469.06677246,2002-03-06,2002-03-08
None,Bradford,ENG,2,1461.66882324,2002-03-09,2002-03-12
None,Bradford,ENG,2,1444.52575684,2002-03-13,2002-03-13
None,Bradford,ENG,2,1444.53735352,2002-03-14,2002-03-16
None,Bradford,ENG,2,1445.35632324,2002-03-17,2002-03-19
None,Bradford,ENG,2,1452.08007812,2002-03-20,2002-03-20
None,Bradford,ENG,2,1453.65637207,2002-03-21,2002-03-23
None,Bradford,ENG,2,1461.38354492,2002-03-24,2002-03-29
None,Bradford,ENG,2,1464.00402832,2002-03-30,2002-04-01
None,Bradford,ENG,2,1454.91516113,2002-04-02,2002-04-02
None,Bradford,ENG,2,1459.54602051,2002-04-03,2002-04-03
None,Bradford,ENG,2,1460.73327637,2002-04-04,2002-04-06
None,Bradford,ENG,2,1472.39880371,2002-04-07,2002-04-09
None,Bradford,ENG,2,1467.02648926,2002-04-10,2002-04-10
None,Bradford,ENG,2,1467.5925293,2002-04-11,2002-04-13
None,Bradford,ENG,2,1460.6920166,2002-04-14,2002-04-21
None,Bradford,ENG,2,1461.14990234,2002-04-22,2002-04-24
None,Bradford,ENG,2,1458.83239746,2002-04-25,2002-05-01
None,Bradford,ENG,2,1458.03747559,2002-05-02,2002-08-11
None,Bradford,ENG,2,1458.61767578,2002-08-12,2002-08-13
None,Bradford,ENG,2,1460.60900879,2002-08-14,2002-08-14
None,Bradford,ENG,2,1459.54406738,2002-08-15,2002-08-15
None,Bradford,ENG,2,1459.54077148,2002-08-16,2002-08-17
None,Bradford,ENG,2,1451.6472168,2002-08-18,2002-08-24
None,Bradford,ENG,2,1448.54467773,2002-08-25,2002-08-26
None,Bradford,ENG,2,1462.71887207,2002-08-27,2002-08-27
None,Bradford,ENG,2,1464.17163086,2002-08-28,2002-08-28
None,Bradford,ENG,2,1464.45825195,2002-08-29,2002-08-29
None,Bradford,ENG,2,1464.48205566,2002-08-30,2002-08-31
None,Bradford,ENG,2,1473.17919922,2002-09-01,2002-09-14
None,Bradford,ENG,2,1480.97106934,2002-09-15,2002-09-17
None,Bradford,ENG,2,1473.3157959,2002-09-18,2002-09-18
None,Bradford,ENG,2,1471.3302002,2002-09-19,2002-09-19
None,Bradford,ENG,2,1468.95214844,2002-09-20,2002-09-21
None,Bradford,ENG,2,1466.49121094,2002-09-22,2002-09-24
None,Bradford,ENG,2,1464.34106445,2002-09-25,2002-09-25
None,Bradford,ENG,2,1467.89892578,2002-09-26,2002-09-28
None,Bradford,ENG,2,1457.94226074,2002-09-29,2002-10-01
None,Bradford,ENG,2,1458.73901367,2002-10-02,2002-10-02
None,Bradford,ENG,2,1461.6105957,2002-10-03,2002-10-03
None,Bradford,ENG,2,1460.31213379,2002-10-04,2002-10-05
None,Bradford,ENG,2,1459.6340332,2002-10-06,2002-10-12
None,Bradford,ENG,2,1460.0637207,2002-10-13,2002-10-19
None,Bradford,ENG,2,1452.07897949,2002-10-20,2002-10-22
None,Bradford,ENG,2,1448.33935547,2002-10-23,2002-10-23
None,Bradford,ENG,2,1454.1003418,2002-10-24,2002-10-26
None,Bradford,ENG,2,1463.60766602,2002-10-27,2002-10-29
None,Bradford,ENG,2,1451.24755859,2002-10-30,2002-10-30
None,Bradford,ENG,2,1445.72387695,2002-10-31,2002-10-31
None,Bradford,ENG,2,1451.49206543,2002-11-01,2002-11-02
None,Bradford,ENG,2,1441.81408691,2002-11-03,2002-11-09
None,Bradford,ENG,2,1429.61547852,2002-11-10,2002-11-12
None,Bradford,ENG,2,1427.11706543,2002-11-13,2002-11-13
None,Bradford,ENG,2,1432.49182129,2002-11-14,2002-11-14
None,Bradford,ENG,2,1430.37243652,2002-11-15,2002-11-16
None,Bradford,ENG,2,1422.49206543,2002-11-17,2002-11-23
None,Bradford,ENG,2,1404.80932617,2002-11-24,2002-11-26
None,Bradford,ENG,2,1407.58703613,2002-11-27,2002-11-27
None,Bradford,ENG,2,1406.78649902,2002-11-28,2002-11-28
None,Bradford,ENG,2,1408.91943359,2002-11-29,2002-11-30
None,Bradford,ENG,2,1404.1574707,2002-12-01,2002-12-07
None,Bradford,ENG,2,1391.60021973,2002-12-08,2002-12-10
None,Bradford,ENG,2,1390.74914551,2002-12-11,2002-12-11
None,Bradford,ENG,2,1391.3125,2002-12-12,2002-12-12
None,Bradford,ENG,2,1385.83422852,2002-12-13,2002-12-14
None,Bradford,ENG,2,1395.29284668,2002-12-15,2002-12-21
None,Bradford,ENG,2,1390.4041748,2002-12-22,2002-12-26
None,Bradford,ENG,2,1398.05541992,2002-12-27,2002-12-28
None,Bradford,ENG,2,1410.69470215,2002-12-29,2003-01-18
None,Bradford,ENG,2,1405.37756348,2003-01-19,2003-01-25
None,Bradford,ENG,2,1414.60876465,2003-01-26,2003-02-01
None,Bradford,ENG,2,1429.33215332,2003-02-02,2003-02-08
None,Bradford,ENG,2,1432.70910645,2003-02-09,2003-02-15
None,Bradford,ENG,2,1421.27575684,2003-02-16,2003-02-18
None,Bradford,ENG,2,1423.33288574,2003-02-19,2003-02-19
None,Bradford,ENG,2,1425.18981934,2003-02-20,2003-02-20
None,Bradford,ENG,2,1427.58349609,2003-02-21,2003-02-22
None,Bradford,ENG,2,1443.66564941,2003-02-23,2003-02-25
None,Bradford,ENG,2,1450.19433594,2003-02-26,2003-02-26
None,Bradford,ENG,2,1451.0925293,2003-02-27,2003-02-27
None,Bradford,ENG,2,1452.7734375,2003-02-28,2003-03-01
None,Bradford,ENG,2,1442.63220215,2003-03-02,2003-03-04
None,Bradford,ENG,2,1445.80725098,2003-03-05,2003-03-08
None,Bradford,ENG,2,1453.51391602,2003-03-09,2003-03-11
None,Bradford,ENG,2,1452.7322998,2003-03-12,2003-03-12
None,Bradford,ENG,2,1450.11437988,2003-03-13,2003-03-13
None,Bradford,ENG,2,1451.20629883,2003-03-14,2003-03-15
None,Bradford,ENG,2,1461.29553223,2003-03-16,2003-03-18
None,Bradford,ENG,2,1454.73339844,2003-03-19,2003-03-19
None,Bradford,ENG,2,1448.17297363,2003-03-20,2003-03-20
None,Bradford,ENG,2,1440.87109375,2003-03-21,2003-03-22
None,Bradford,ENG,2,1432.67175293,2003-03-23,2003-03-25
None,Bradford,ENG,2,1446.6940918,2003-03-26,2003-03-29
None,Bradford,ENG,2,1441.21765137,2003-03-30,2003-04-05
None,Bradford,ENG,2,1431.70275879,2003-04-06,2003-04-08
None,Bradford,ENG,2,1429.34606934,2003-04-09,2003-04-19
None,Bradford,ENG,2,1435.87329102,2003-04-20,2003-04-21
None,Bradford,ENG,2,1429.27099609,2003-04-22,2003-04-23
None,Bradford,ENG,2,1428.66552734,2003-04-24,2003-04-26
None,Bradford,ENG,2,1423.49890137,2003-04-27,2003-04-29
None,Bradford,ENG,2,1416.48913574,2003-04-30,2003-05-04
None,Bradford,ENG,2,1404.03442383,2003-05-05,2003-08-09
None,Bradford,ENG,2,1404.47521973,2003-08-10,2003-08-13
None,Bradford,ENG,2,1406.96118164,2003-08-14,2003-08-14
None,Bradford,ENG,2,1406.98925781,2003-08-15,2003-08-16
None,Bradford,ENG,2,1419.66772461,2003-08-17,2003-08-23
None,Bradford,ENG,2,1410.51708984,2003-08-24,2003-08-26
None,Bradford,ENG,2,1408.59228516,2003-08-27,2003-08-27
None,Bradford,ENG,2,1404.40820312,2003-08-28,2003-08-28
None,Bradford,ENG,2,1404.40991211,2003-08-29,2003-08-30
None,Bradford,ENG,2,1389.55334473,2003-08-31,2003-09-13
None,Bradford,ENG,2,1397.5489502,2003-09-14,2003-09-16
None,Bradford,ENG,2,1413.87646484,2003-09-17,2003-09-17
None,Bradford,ENG,2,1406.8338623,2003-09-18,2003-09-20
None,Bradford,ENG,2,1393.03649902,2003-09-21,2003-09-24
None,Bradford,ENG,2,1390.33447266,2003-09-25,2003-09-27
None,Bradford,ENG,2,1384.4473877,2003-09-28,2003-09-30
None,Bradford,ENG,2,1373.54418945,2003-10-01,2003-10-01
None,Bradford,ENG,2,1364.14990234,2003-10-02,2003-10-04
None,Bradford,ENG,2,1369.05395508,2003-10-05,2003-10-11
None,Bradford,ENG,2,1362.87890625,2003-10-12,2003-10-14
None,Bradford,ENG,2,1364.80603027,2003-10-15,2003-10-15
None,Bradford,ENG,2,1357.51159668,2003-10-16,2003-10-18
None,Bradford,ENG,2,1351.6583252,2003-10-19,2003-10-21
None,Bradford,ENG,2,1348.44445801,2003-10-22,2003-10-22
None,Bradford,ENG,2,1353.04711914,2003-10-23,2003-10-25
None,Bradford,ENG,2,1346.7545166,2003-10-26,2003-11-01
None,Bradford,ENG,2,1341.10229492,2003-11-02,2003-11-04
None,Bradford,ENG,2,1350.53637695,2003-11-05,2003-11-05
None,Bradford,ENG,2,1354.70898438,2003-11-06,2003-11-06
None,Bradford,ENG,2,1356.43261719,2003-11-07,2003-11-08
None,Bradford,ENG,2,1356.29492188,2003-11-09,2003-11-22
None,Bradford,ENG,2,1350.59204102,2003-11-23,2003-11-25
None,Bradford,ENG,2,1356.91870117,2003-11-26,2003-11-26
None,Bradford,ENG,2,1356.50683594,2003-11-27,2003-11-27
None,Bradford,ENG,2,1356.7199707,2003-11-28,2003-11-29
None,Bradford,ENG,2,1365.67822266,2003-11-30,2003-12-06
None,Bradford,ENG,2,1360.47729492,2003-12-07,2003-12-09
None,Bradford,ENG,2,1361.35070801,2003-12-10,2003-12-10
None,Bradford,ENG,2,1362.14294434,2003-12-11,2003-12-13
None,Bradford,ENG,2,1357.5435791,2003-12-14,2003-12-20
None,Bradford,ENG,2,1346.25598145,2003-12-21,2003-12-26
None,Bradford,ENG,2,1340.48120117,2003-12-27,2003-12-28
None,Bradford,ENG,2,1349.09887695,2003-12-29,2004-01-10
None,Bradford,ENG,2,1363.5057373,2004-01-11,2004-01-17
None,Bradford,ENG,2,1355.65307617,2004-01-18,2004-01-24
None,Bradford,ENG,2,1348.86413574,2004-01-25,2004-01-31
None,Bradford,ENG,2,1343.78759766,2004-02-01,2004-02-07
None,Bradford,ENG,2,1340.13244629,2004-02-08,2004-02-14
None,Bradford,ENG,2,1336.05126953,2004-02-15,2004-02-21
None,Bradford,ENG,2,1344.75366211,2004-02-22,2004-02-24
None,Bradford,ENG,2,1346.70397949,2004-02-25,2004-02-25
None,Bradford,ENG,2,1347.7199707,2004-02-26,2004-02-26
