,MatchID,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,CHO,CDO,CAO,HomeElo,AwayElo,Season,HAR,HDR,AAR,ADR,HomeSTP,HomeSGF,HomeSGA,AwaySTP,AwaySGF,AwaySGA,HomeTeam_GamesSoFar,HT_APG,AwayTeam_GamesSoFar,AT_APG,HTWR,ATWR,AwayRollingGoals,HomeRollingGoals,H2H_WinRatio,H2H_AvgMargin,HRIS,ARIS
2251,2251,E0,2005-12-26,Liverpool,Newcastle,2.0,0.0,H,2.0,0.0,H,M Halsey,21.0,2.0,11.0,2.0,9.0,13.0,7.0,4.0,1.0,0.0,0.0,1.0,1.59,3.4,5.6,1853.38928223,1732.23291016,2005-2006,0.461,0.071,0.238,0.337,34.0,22.0,8.0,25.0,18.0,19.0,16.0,2.125,18.0,1.3888888888888888,0.7894736842105263,0.3157894736842105,1.059,1.333,0.45,0.784,-0.4453813104189046,-0.19194607268464237
2252,2252,E0,2005-12-26,Man United,West Brom,3.0,0.0,H,2.0,0.0,H,M Clattenburg,17.0,5.0,9.0,3.0,13.0,6.0,8.0,2.0,1.0,0.0,0.0,0.0,1.19,5.33,13.33,1855.05822754,1611.13049316,2005-2006,0.451,0.143,0.206,0.371,40.0,34.0,14.0,16.0,17.0,28.0,18.0,2.2222222222222223,18.0,0.8888888888888888,0.6842105263157895,0.05263157894736842,1.0,1.824,1.0,2.158,-0.3123991935483872,0.0926519799219187
2253,2253,E0,2005-12-26,Middlesbrough,Blackburn,0.0,2.0,A,0.0,1.0,A,U Rennie,8.0,7.0,5.0,4.0,14.0,16.0,2.0,3.0,4.0,2.0,0.0,0.0,1.97,3.15,3.68,1711.57641602,1672.70263672,2005-2006,0.332,0.285,0.259,0.275,20.0,23.0,28.0,24.0,21.0,24.0,18.0,1.1111111111111112,18.0,1.3333333333333333,0.3684210526315789,0.3157894736842105,1.118,1.353,0.52,0.554,0.24615975422427022,-0.13737745098039206
2254,2254,E0,2005-12-26,Portsmouth,West Ham,1.0,1.0,D,1.0,0.0,H,A Wiley,11.0,14.0,9.0,4.0,14.0,10.0,6.0,5.0,3.0,1.0,1.0,0.0,2.32,3.13,2.85,1610.92004395,1629.90612793,2005-2006,0.328,0.227,0.24,0.369,14.0,14.0,27.0,26.0,26.0,23.0,18.0,0.7777777777777778,18.0,1.4444444444444444,0.2631578947368421,0.3684210526315789,1.471,0.765,0.5,0.0,-0.16396368829049374,-0.25285714285714284
2255,2255,E0,2005-12-26,Sunderland,Bolton,0.0,0.0,D,0.0,0.0,D,M Atkinson,11.0,8.0,7.0,1.0,16.0,12.0,1.0,4.0,1.0,3.0,0.0,0.0,3.87,3.18,1.87,1548.43286133,1768.48254395,2005-2006,0.264,0.313,0.232,0.298,6.0,14.0,35.0,31.0,22.0,14.0,18.0,0.3333333333333333,17.0,1.8235294117647058,0.05263157894736842,0.21052631578947367,1.375,0.824,0.448,0.088,-0.23834586466165408,0.730226480836237
2256,2256,E0,2005-12-26,Tottenham,Birmingham,2.0,0.0,H,0.0,0.0,D,P Dowd,9.0,7.0,4.0,4.0,19.0,17.0,9.0,8.0,4.0,1.0,0.0,1.0,1.47,3.72,6.75,1752.45727539,1621.9876709,2005-2006,0.37,0.197,0.216,0.335,34.0,27.0,16.0,12.0,11.0,25.0,18.0,1.8888888888888888,17.0,0.7058823529411765,0.631578947368421,0.10526315789473684,0.688,1.471,0.499,0.678,0.31722110215053767,0.02487080103359164
2257,2257,E0,2005-12-26,Wigan,Man City,4.0,3.0,H,3.0,1.0,H,D Gallagher,10.0,21.0,5.0,14.0,8.0,9.0,2.0,9.0,0.0,0.0,0.0,0.0,2.38,3.17,2.73,1659.87878418,1729.08068848,2005-2006,0.332,0.272,0.25,0.309,31.0,23.0,21.0,27.0,27.0,21.0,18.0,1.7222222222222223,18.0,1.5,0.3684210526315789,0.21052631578947367,1.412,1.118,0.5,0.0,0.857456140350877,-1.2693385650224216
2258,2258,E0,2005-12-28,Arsenal,Portsmouth,4.0,0.0,H,4.0,0.0,H,M Clattenburg,6.0,6.0,4.0,4.0,12.0,13.0,3.0,1.0,0.0,1.0,0.0,0.0,1.21,5.33,11.5,1870.00805664,1609.66918945,2005-2006,0.447,0.137,0.249,0.366,32.0,27.0,15.0,14.0,14.0,31.0,18.0,1.7777777777777777,19.0,0.7368421052631579,0.7368421052631579,0.2631578947368421,0.778,1.353,0.552,1.115,-0.15562274425378328,-0.4026854928017719
2259,2259,E0,2005-12-28,Birmingham,Man United,2.0,2.0,D,1.0,1.0,D,H Webb,11.0,11.0,5.0,5.0,13.0,13.0,4.0,4.0,0.0,0.0,0.0,0.0,7.08,3.98,1.41,1616.70678711,1858.66882324,2005-2006,0.282,0.201,0.357,0.269,13.0,13.0,27.0,41.0,36.0,16.0,18.0,0.7222222222222222,19.0,2.1578947368421053,0.3157894736842105,0.631578947368421,1.889,0.647,0.0,-1.557,0.00991353607632664,0.03217317487266541
2260,2260,E0,2005-12-28,Everton,Liverpool,1.0,3.0,A,1.0,2.0,A,G Poll,10.0,12.0,6.0,5.0,23.0,20.0,5.0,2.0,4.0,2.0,2.0,0.0,4.77,3.27,1.71,1627.39111328,1858.98803711,2005-2006,0.341,0.266,0.305,0.174,17.0,10.0,30.0,37.0,25.0,9.0,19.0,0.8947368421052632,17.0,2.176470588235294,0.42105263157894735,0.5263157894736842,1.375,0.5,0.151,-0.696,-0.06922043010752696,-0.46725631041890453
2261,2261,E0,2005-12-28,Fulham,Aston Villa,3.0,3.0,D,2.0,1.0,H,A D'Urso,6.0,9.0,3.0,4.0,13.0,12.0,6.0,10.0,0.0,4.0,0.0,0.0,2.07,3.15,3.33,1680.72460938,1671.26989746,2005-2006,0.304,0.235,0.265,0.356,20.0,23.0,28.0,21.0,23.0,29.0,19.0,1.0526315789473684,19.0,1.105263157894737,0.6842105263157895,0.21052631578947367,1.111,1.111,0.113,-1.137,-0.5119047619047618,-0.0839445802770985
2262,2262,E0,2005-12-28,Man City,Chelsea,0.0,1.0,A,0.0,0.0,D,U Rennie,5.0,11.0,2.0,4.0,20.0,12.0,1.0,4.0,1.0,1.0,0.0,0.0,5.97,3.57,1.53,1720.82397461,1988.30041504,2005-2006,0.346,0.228,0.356,0.162,27.0,27.0,22.0,52.0,41.0,9.0,19.0,1.4210526315789473,19.0,2.736842105263158,0.47368421052631576,0.5789473684210527,2.222,1.5,0.176,-1.211,-0.5443385650224216,0.4847954790096878
2263,2263,E0,2005-12-28,West Brom,Tottenham,2.0,0.0,H,1.0,0.0,H,M Riley,6.0,7.0,5.0,7.0,16.0,12.0,4.0,3.0,0.0,0.0,0.0,0.0,3.43,3.15,2.05,1607.51989746,1757.73828125,2005-2006,0.273,0.236,0.27,0.281,19.0,19.0,28.0,34.0,27.0,18.0,19.0,1.0,19.0,1.7894736842105263,0.3157894736842105,0.3157894736842105,1.5,0.944,0.0,-0.604,0.5812883435582822,-0.4822580645161291
2264,2264,E0,2005-12-28,West Ham,Wigan,0.0,2.0,A,0.0,2.0,A,S Bennett,4.0,8.0,1.0,4.0,14.0,15.0,5.0,3.0,1.0,1.0,0.0,0.0,2.13,3.18,3.17,1631.15698242,1668.13562012,2005-2006,0.309,0.268,0.258,0.285,26.0,26.0,25.0,34.0,25.0,21.0,19.0,1.368421052631579,19.0,1.7894736842105263,0.47368421052631576,0.42105263157894735,1.278,1.444,0.5,0.0,0.17333333333333328,-0.2258771929824562
2265,2265,E0,2005-12-31,Aston Villa,Arsenal,0.0,0.0,D,0.0,0.0,D,U Rennie,11.0,10.0,5.0,3.0,19.0,11.0,10.0,1.0,1.0,1.0,0.0,0.0,5.0,3.37,1.66,1673.28723145,1873.75646973,2005-2006,0.302,0.254,0.301,0.221,22.0,23.0,29.0,33.0,27.0,15.0,20.0,1.1,19.0,1.736842105263158,0.3157894736842105,0.3157894736842105,1.5,1.211,0.0,-1.469,0.3208173244848061,-0.7650998684367899
2266,2266,E0,2005-12-31,Charlton,West Ham,2.0,0.0,H,1.0,0.0,H,G Poll,14.0,8.0,7.0,3.0,15.0,8.0,6.0,13.0,1.0,0.0,0.0,0.0,2.17,3.15,3.13,1640.04541016,1618.74060059,2005-2006,0.288,0.257,0.24,0.369,25.0,23.0,27.0,26.0,26.0,27.0,18.0,1.3888888888888888,20.0,1.3,0.42105263157894735,0.3684210526315789,1.368,1.235,0.454,0.506,0.11375968992248055,0.18166666666666673
2267,2267,E0,2005-12-31,Chelsea,Birmingham,2.0,0.0,H,2.0,0.0,H,M Dean,12.0,9.0,8.0,3.0,11.0,8.0,5.0,4.0,1.0,0.0,0.0,0.0,1.14,6.33,16.0,1991.68261719,1621.47668457,2005-2006,0.423,0.091,0.216,0.335,55.0,43.0,9.0,13.0,13.0,29.0,20.0,2.75,19.0,0.6842105263157895,0.9473684210526315,0.10526315789473684,0.722,2.158,0.459,0.862,0.1444108636250725,-0.5093172331544424
2268,2268,E0,2005-12-31,Liverpool,West Brom,1.0,0.0,H,0.0,0.0,D,A Wiley,27.0,4.0,13.0,0.0,8.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,1.22,5.17,11.67,1864.79992676,1622.21044922,2005-2006,0.461,0.071,0.206,0.371,40.0,26.0,9.0,19.0,19.0,29.0,18.0,2.2222222222222223,20.0,0.95,0.7894736842105263,0.05263157894736842,1.0,1.471,1.0,4.066,0.1712853562477621,-0.8353783231083846
2269,2269,E0,2005-12-31,Man United,Bolton,4.0,1.0,H,2.0,1.0,H,S Bennett,18.0,4.0,9.0,2.0,9.0,22.0,7.0,1.0,2.0,5.0,0.0,0.0,1.37,4.19,7.58,1853.89880371,1764.23925781,2005-2006,0.451,0.143,0.232,0.298,44.0,40.0,17.0,31.0,23.0,18.0,20.0,2.2,18.0,1.7222222222222223,0.6842105263157895,0.21052631578947367,1.294,1.895,0.529,1.169,0.4920189098998886,-0.13637015781922526
2270,2270,E0,2005-12-31,Middlesbrough,Man City,0.0,0.0,D,0.0,0.0,D,M Atkinson,12.0,8.0,4.0,3.0,6.0,12.0,4.0,7.0,0.0,1.0,0.0,0.0,2.23,3.18,2.98,1696.34899902,1717.44177246,2005-2006,0.332,0.285,0.25,0.309,21.0,23.0,28.0,28.0,27.0,22.0,19.0,1.105263157894737,20.0,1.4,0.3684210526315789,0.21052631578947367,1.421,1.278,0.74,0.886,0.012966476913345966,0.07200758882373229
2271,2271,E0,2005-12-31,Portsmouth,Fulham,1.0,0.0,H,1.0,0.0,H,M Riley,17.0,9.0,7.0,4.0,14.0,7.0,8.0,8.0,1.0,2.0,0.0,0.0,2.25,3.17,2.96,1605.92077637,1678.70727539,2005-2006,0.328,0.227,0.245,0.376,17.0,15.0,31.0,20.0,23.0,29.0,20.0,0.85,20.0,1.0,0.2631578947368421,0.05263157894736842,1.211,0.737,0.255,-0.757,-0.07887596899224805,-0.2999999999999998
2272,2272,E0,2005-12-31,Sunderland,Everton,0.0,1.0,A,0.0,0.0,D,R Styles,13.0,9.0,6.0,5.0,6.0,7.0,8.0,5.0,1.0,1.0,0.0,0.0,2.57,3.15,2.55,1552.67626953,1621.5793457,2005-2006,0.264,0.313,0.221,0.298,6.0,14.0,36.0,20.0,11.0,30.0,19.0,0.3157894736842105,20.0,1.0,0.05263157894736842,0.3157894736842105,0.526,0.778,0.189,-0.453,-0.559328007518797,0.6994199207696662
2273,2273,E0,2005-12-31,Tottenham,Newcastle,2.0,0.0,H,1.0,0.0,H,H Webb,13.0,9.0,3.0,4.0,13.0,11.0,5.0,3.0,0.0,1.0,0.0,0.0,1.86,3.2,4.02,1743.04772949,1726.6340332,2005-2006,0.37,0.197,0.238,0.337,37.0,29.0,18.0,25.0,18.0,21.0,20.0,1.85,19.0,1.3157894736842106,0.631578947368421,0.3157894736842105,1.0,1.421,0.584,-0.14,-0.07340389784946236,-0.3148408095267477
2274,2274,E0,2005-12-31,Wigan,Blackburn,0.0,3.0,A,0.0,1.0,A,M Clattenburg,9.0,13.0,4.0,7.0,9.0,13.0,2.0,7.0,1.0,1.0,0.0,0.0,2.12,3.13,3.28,1680.55200195,1687.92993164,2005-2006,0.332,0.272,0.259,0.275,34.0,25.0,24.0,27.0,24.0,24.0,20.0,1.7,19.0,1.4210526315789473,0.3684210526315789,0.3157894736842105,1.167,1.316,0.5,0.0,0.04948512585812358,0.212622549019608
2275,2275,E0,2006-01-02,Birmingham,Wigan,2.0,0.0,H,2.0,0.0,H,P Walton,8.0,6.0,4.0,2.0,9.0,16.0,8.0,3.0,1.0,2.0,0.0,0.0,2.43,3.13,2.71,1620.03112793,1663.79528809,2005-2006,0.282,0.201,0.258,0.285,16.0,15.0,29.0,34.0,25.0,26.0,20.0,0.8,21.0,1.619047619047619,0.3157894736842105,0.42105263157894735,1.25,0.684,0.5,0.0,-0.1040974529346623,-0.4877819548872181
2276,2276,E0,2006-01-02,Blackburn,Portsmouth,2.0,1.0,H,2.0,1.0,H,M Dean,12.0,8.0,7.0,4.0,11.0,12.0,4.0,6.0,1.0,4.0,0.0,0.0,1.64,3.33,5.23,1704.68676758,1614.08886719,2005-2006,0.326,0.17,0.249,0.366,30.0,26.0,25.0,17.0,16.0,33.0,20.0,1.5,21.0,0.8095238095238095,0.6842105263157895,0.2631578947368421,0.75,1.263,0.761,0.521,0.21262254901960795,0.2338691290469676
2277,2277,E0,2006-01-02,Bolton,Liverpool,2.0,2.0,D,1.0,0.0,H,M Clattenburg,12.0,15.0,7.0,7.0,16.0,14.0,3.0,5.0,2.0,3.0,0.0,0.0,3.47,3.15,2.02,1756.32348633,1866.9185791,2005-2006,0.361,0.149,0.305,0.174,32.0,25.0,20.0,41.0,28.0,11.0,19.0,1.6842105263157894,19.0,2.1578947368421053,0.5789473684210527,0.5263157894736842,1.444,1.278,0.24,-0.541,0.13201219512195134,-0.09538131041890448
2278,2278,E0,2006-01-02,Everton,Charlton,3.0,1.0,H,2.0,1.0,H,U Rennie,13.0,11.0,6.0,4.0,13.0,14.0,5.0,2.0,0.0,2.0,0.0,0.0,2.28,3.15,2.92,1629.4486084,1648.35656738,2005-2006,0.341,0.266,0.234,0.365,23.0,14.0,31.0,25.0,24.0,30.0,21.0,1.0952380952380953,19.0,1.3157894736842106,0.42105263157894735,0.2631578947368421,1.278,0.55,0.194,-0.835,0.6099462365591397,0.08042635658914722
2279,2279,E0,2006-01-02,Fulham,Sunderland,2.0,1.0,H,1.0,1.0,D,D Gallagher,12.0,10.0,9.0,7.0,9.0,14.0,6.0,6.0,2.0,2.0,0.0,1.0,1.55,3.47,6.13,1670.53918457,1544.80700684,2005-2006,0.304,0.235,0.208,0.372,23.0,25.0,30.0,6.0,15.0,38.0,21.0,1.0952380952380953,20.0,0.3,0.6842105263157895,0.10526315789473684,0.737,1.15,0.768,1.51,0.5833333333333333,-0.4812030075187969
2280,2280,E0,2006-01-02,Newcastle,Middlesbrough,2.0,2.0,D,1.0,0.0,H,S Bennett,10.0,8.0,5.0,3.0,14.0,13.0,5.0,2.0,0.0,2.0,0.0,0.0,1.97,3.08,3.75,1718.01037598,1695.14819336,2005-2006,0.341,0.182,0.271,0.324,26.0,20.0,23.0,22.0,25.0,30.0,20.0,1.3,20.0,1.1,0.5789473684210527,0.2631578947368421,1.211,0.947,0.615,0.912,0.26153218818492285,-0.2280465949820789
2281,2281,E0,2006-01-02,West Brom,Aston Villa,1.0,2.0,A,0.0,0.0,D,R Styles,9.0,13.0,5.0,7.0,9.0,13.0,7.0,6.0,2.0,3.0,0.0,0.0,2.39,3.1,2.78,1620.09179688,1677.04919434,2005-2006,0.273,0.236,0.265,0.356,19.0,20.0,31.0,25.0,25.0,30.0,21.0,0.9047619047619048,21.0,1.1904761904761905,0.3157894736842105,0.21052631578947367,1.15,0.95,0.0,-0.201,-0.19648943421949555,-0.14123624694376524
2282,2282,E0,2006-01-02,West Ham,Chelsea,1.0,3.0,A,0.0,1.0,A,H Webb,6.0,17.0,3.0,10.0,10.0,11.0,2.0,5.0,1.0,3.0,0.0,0.0,8.08,3.92,1.39,1610.42944336,1993.12817383,2005-2006,0.309,0.268,0.356,0.162,26.0,27.0,30.0,58.0,46.0,10.0,21.0,1.2380952380952381,21.0,2.761904761904762,0.47368421052631576,0.5789473684210527,2.15,1.3,0.648,-0.437,0.1504166666666667,-0.24176702099031225
2283,2283,E0,2006-01-03,Arsenal,Man United,0.0,0.0,D,0.0,0.0,D,G Poll,8.0,16.0,5.0,6.0,17.0,13.0,6.0,9.0,2.0,3.0,0.0,0.0,2.49,3.1,2.7,1869.99450684,1861.81445312,2005-2006,0.447,0.137,0.357,0.269,34.0,27.0,15.0,45.0,40.0,17.0,20.0,1.7,21.0,2.142857142857143,0.7368421052631579,0.631578947368421,2.0,1.421,0.171,-0.903,-0.43573478907171037,0.2738779803646564
2284,2284,E0,2006-01-04,Man City,Tottenham,0.0,2.0,A,0.0,1.0,A,A Wiley,13.0,8.0,3.0,2.0,8.0,11.0,12.0,8.0,2.0,2.0,0.0,0.0,2.42,3.1,2.72,1718.64257812,1751.67138672,2005-2006,0.346,0.228,0.27,0.281,28.0,27.0,24.0,40.0,31.0,18.0,21.0,1.3333333333333333,21.0,1.9047619047619047,0.47368421052631576,0.3157894736842105,1.45,1.35,0.153,-0.374,-0.3443385650224216,0.03440860215053773
2285,2285,E0,2006-01-14,Arsenal,Middlesbrough,7.0,0.0,H,4.0,0.0,H,R Styles,24.0,5.0,17.0,2.0,12.0,14.0,4.0,6.0,1.0,2.0,0.0,1.0,1.32,4.36,8.0,1867.92944336,1697.56335449,2005-2006,0.447,0.137,0.271,0.324,37.0,34.0,15.0,22.0,25.0,37.0,21.0,1.7619047619047619,21.0,1.0476190476190477,0.7368421052631579,0.2631578947368421,1.25,1.35,0.787,1.468,0.03555372633445209,0.4559811827956988
2286,2286,E0,2006-01-14,Aston Villa,West Ham,1.0,2.0,A,1.0,0.0,H,P Dowd,14.0,10.0,8.0,7.0,15.0,21.0,4.0,10.0,1.0,3.0,0.0,0.0,1.91,3.17,3.78,1685.37548828,1607.85583496,2005-2006,0.302,0.254,0.24,0.369,25.0,26.0,32.0,29.0,29.0,31.0,22.0,1.1363636363636365,22.0,1.3181818181818181,0.3157894736842105,0.3684210526315789,1.286,1.19,0.299,-0.504,-0.3506112469437652,-0.2533333333333333
2287,2287,E0,2006-01-14,Blackburn,Bolton,0.0,0.0,D,0.0,0.0,D,M Riley,18.0,3.0,3.0,1.0,21.0,16.0,11.0,1.0,2.0,5.0,0.0,1.0,2.15,3.17,3.15,1709.18615723,1757.69226074,2005-2006,0.326,0.17,0.232,0.298,31.0,26.0,25.0,33.0,25.0,20.0,21.0,1.4761904761904763,20.0,1.65,0.6842105263157895,0.21052631578947367,1.316,1.3,0.139,-0.116,-0.16973039215686264,0.5695121951219513
2288,2288,E0,2006-01-14,Charlton,Birmingham,2.0,0.0,H,1.0,0.0,H,G Poll,11.0,14.0,4.0,5.0,16.0,12.0,2.0,7.0,0.0,0.0,0.0,0.0,1.93,3.12,3.82,1638.64782715,1630.8338623,2005-2006,0.288,0.257,0.216,0.335,28.0,26.0,30.0,16.0,15.0,31.0,20.0,1.4,21.0,0.7619047619047619,0.42105263157894735,0.10526315789473684,0.75,1.263,0.56,0.481,0.11375968992248055,-0.3862403100775194
2289,2289,E0,2006-01-14,Fulham,Newcastle,1.0,0.0,H,0.0,0.0,D,A Wiley,12.0,6.0,5.0,4.0,9.0,13.0,5.0,10.0,0.0,2.0,0.0,0.0,2.26,3.18,2.94,1674.28637695,1715.59521484,2005-2006,0.304,0.235,0.238,0.337,26.0,26.0,30.0,26.0,20.0,24.0,22.0,1.1818181818181819,21.0,1.2380952380952381,0.6842105263157895,0.3157894736842105,1.0,1.19,0.356,0.148,0.1008771929824563,0.25752761152588394
2290,2290,E0,2006-01-14,Liverpool,Tottenham,1.0,0.0,H,0.0,0.0,D,D Gallagher,16.0,6.0,12.0,2.0,8.0,12.0,10.0,7.0,0.0,1.0,0.0,1.0,1.62,3.37,5.33,1865.54980469,1764.35119629,2005-2006,0.461,0.071,0.27,0.281,44.0,29.0,11.0,40.0,31.0,19.0,20.0,2.2,22.0,1.8181818181818181,0.7894736842105263,0.3157894736842105,1.476,1.474,0.306,0.184,-0.4382384532760475,0.09065860215053764
2291,2291,E0,2006-01-14,Man City,Man United,3.0,1.0,H,2.0,0.0,H,S Bennett,12.0,13.0,7.0,4.0,19.0,18.0,3.0,3.0,2.0,1.0,0.0,1.0,4.43,3.2,1.77,1705.96276855,1863.87963867,2005-2006,0.346,0.228,0.357,0.269,31.0,30.0,25.0,45.0,41.0,20.0,22.0,1.4090909090909092,22.0,2.0454545454545454,0.47368421052631576,0.631578947368421,1.905,1.286,0.227,0.029,-0.20683856502242154,0.4920189098998886
2292,2292,E0,2006-01-14,Portsmouth,Everton,0.0,1.0,A,0.0,1.0,A,A Marriner,14.0,9.0,8.0,3.0,21.0,13.0,4.0,8.0,2.0,2.0,0.0,0.0,2.18,3.17,3.08,1609.58947754,1639.1574707,2005-2006,0.328,0.227,0.221,0.298,17.0,16.0,34.0,26.0,15.0,31.0,22.0,0.7727272727272727,22.0,1.1818181818181819,0.2631578947368421,0.3157894736842105,0.667,0.762,0.241,-0.518,-0.13929263565891475,-0.06877716769617942
2293,2293,E0,2006-01-15,Sunderland,Chelsea,1.0,2.0,A,1.0,1.0,D,C Foy,10.0,21.0,7.0,13.0,13.0,8.0,4.0,3.0,1.0,2.0,0.0,1.0,15.0,5.25,1.19,1541.05969238,1995.70178223,2005-2006,0.264,0.313,0.356,0.162,6.0,16.0,40.0,61.0,48.0,11.0,21.0,0.2857142857142857,22.0,2.772727272727273,0.05263157894736842,0.5789473684210527,2.19,0.75,0.114,-1.546,-0.3395363408521303,0.23479547900968753
2294,2294,E0,2006-01-15,Wigan,West Brom,0.0,1.0,A,0.0,0.0,D,M Atkinson,27.0,7.0,12.0,6.0,14.0,16.0,6.0,5.0,0.0,3.0,0.0,1.0,1.79,3.17,4.36,1652.99255371,1611.76550293,2005-2006,0.332,0.272,0.206,0.371,34.0,25.0,27.0,22.0,21.0,31.0,22.0,1.5454545454545454,22.0,1.0,0.3684210526315789,0.05263157894736842,0.952,1.19,1.0,1.0,-0.2258771929824563,0.3426519799219186
2295,2295,E0,2006-01-21,Birmingham,Portsmouth,5.0,0.0,H,2.0,0.0,H,C Foy,9.0,10.0,6.0,4.0,11.0,23.0,7.0,2.0,1.0,1.0,0.0,0.0,2.05,3.13,3.43,1621.87817383,1600.56262207,2005-2006,0.282,0.201,0.249,0.366,19.0,20.0,31.0,17.0,16.0,39.0,22.0,0.8636363636363636,23.0,0.7391304347826086,0.3157894736842105,0.2631578947368421,0.727,0.714,0.198,0.397,0.34709302325581387,0.41279069767441856
2296,2296,E0,2006-01-21,Bolton,Man City,2.0,0.0,H,2.0,0.0,H,R Styles,11.0,9.0,6.0,2.0,8.0,17.0,4.0,5.0,2.0,2.0,0.0,0.0,2.2,3.1,3.1,1758.11608887,1720.91345215,2005-2006,0.361,0.149,0.25,0.309,36.0,27.0,20.0,31.0,30.0,27.0,21.0,1.7142857142857142,23.0,1.3478260869565217,0.5789473684210527,0.21052631578947367,1.364,1.25,0.469,-0.572,-0.29953542392566773,-1.210515035610657
2297,2297,E0,2006-01-21,Everton,Arsenal,1.0,0.0,H,1.0,0.0,H,A Wiley,9.0,14.0,3.0,5.0,19.0,17.0,5.0,6.0,4.0,2.0,0.0,1.0,5.05,3.33,1.67,1648.18432617,1875.95874023,2005-2006,0.341,0.266,0.301,0.221,29.0,16.0,31.0,37.0,34.0,16.0,23.0,1.2608695652173914,22.0,1.6818181818181819,0.42105263157894735,0.3157894736842105,1.619,0.682,0.097,-1.28,-0.045410906298003144,-0.0012109795479008645
2298,2298,E0,2006-01-21,Middlesbrough,Wigan,2.0,3.0,A,0.0,2.0,A,A Marriner,7.0,16.0,4.0,10.0,9.0,11.0,8.0,8.0,0.0,2.0,0.0,0.0,2.18,3.13,3.11,1689.53393555,1642.0020752,2005-2006,0.332,0.285,0.258,0.285,22.0,27.0,40.0,37.0,28.0,29.0,22.0,1.0,23.0,1.608695652173913,0.3684210526315789,0.42105263157894735,1.136,1.19,0.0,0.0,-0.9086021505376345,0.5519005847953216
2299,2299,E0,2006-01-21,Newcastle,Blackburn,0.0,1.0,A,0.0,0.0,D,H Webb,12.0,6.0,3.0,2.0,12.0,12.0,4.0,4.0,0.0,2.0,0.0,0.0,2.25,3.15,2.97,1708.15795898,1708.7623291,2005-2006,0.341,0.182,0.259,0.275,26.0,20.0,25.0,34.0,27.0,25.0,22.0,1.1818181818181819,22.0,1.5454545454545454,0.5789473684210527,0.3157894736842105,1.238,0.952,0.463,0.953,-0.3148408095267477,-0.3230917366946777
2300,2300,E0,2006-01-21,Tottenham,Aston Villa,0.0,0.0,D,0.0,0.0,D,G Poll,21.0,4.0,13.0,1.0,10.0,15.0,9.0,2.0,0.0,2.0,0.0,1.0,1.62,3.37,5.33,1760.03234863,1673.88134766,2005-2006,0.37,0.197,0.265,0.356,41.0,31.0,19.0,26.0,26.0,32.0,23.0,1.7826086956521738,23.0,1.1304347826086956,0.631578947368421,0.21052631578947367,1.182,1.409,0.316,0.037,-0.6425144747725393,0.09554259921008096
2301,2301,E0,2006-01-21,West Brom,Sunderland,0.0,1.0,A,0.0,0.0,D,P Dowd,10.0,7.0,5.0,2.0,13.0,16.0,6.0,2.0,0.0,3.0,0.0,0.0,1.64,3.37,5.17,1622.75610352,1539.81091309,2005-2006,0.273,0.236,0.208,0.372,22.0,21.0,32.0,9.0,17.0,40.0,23.0,0.9565217391304348,22.0,0.4090909090909091,0.3157894736842105,0.10526315789473684,0.762,0.955,0.281,0.281,0.5371706964994588,-0.03765462042202274
2302,2302,E0,2006-01-22,Chelsea,Charlton,1.0,1.0,D,1.0,0.0,H,S Bennett,12.0,9.0,7.0,5.0,10.0,13.0,6.0,0.0,2.0,1.0,1.0,0.0,1.14,6.33,14.33,1996.95056152,1647.60351562,2005-2006,0.423,0.091,0.234,0.365,62.0,49.0,12.0,29.0,27.0,31.0,23.0,2.6956521739130435,21.0,1.380952380952381,0.9473684210526315,0.2631578947368421,1.3,2.182,0.64,0.974,0.34789071710492603,-0.21124031007751934
2303,2303,E0,2006-01-22,Man United,Liverpool,1.0,0.0,H,0.0,0.0,D,M Riley,7.0,11.0,4.0,7.0,15.0,17.0,1.0,2.0,2.0,3.0,0.0,0.0,2.2,3.07,3.13,1848.92895508,1869.86865234,2005-2006,0.451,0.143,0.305,0.174,48.0,42.0,20.0,44.0,29.0,12.0,23.0,2.0869565217391304,21.0,2.0952380952380953,0.6842105263157895,0.5263157894736842,1.45,1.864,0.534,0.363,0.4234639016897082,0.17052778049018644
2304,2304,E0,2006-01-23,West Ham,Fulham,2.0,1.0,H,2.0,0.0,H,U Rennie,9.0,12.0,5.0,6.0,16.0,12.0,4.0,7.0,2.0,2.0,0.0,0.0,2.05,3.12,3.43,1619.34985352,1681.72363281,2005-2006,0.309,0.268,0.245,0.376,32.0,31.0,32.0,26.0,27.0,32.0,23.0,1.391304347826087,23.0,1.1304347826086956,0.47368421052631576,0.05263157894736842,1.182,1.318,0.664,0.367,-0.19333333333333325,-0.9047619047619045
