params,mean_test_score,std_test_score,rank_test_score
"{'ridge__ridgeclassifier__alpha': 1.0, 'svm__svc__C': 0.1, 'svm__svc__gamma': 'auto', 'weights': [1, 3]}",0.5548430674700809,0.01244902346040968,97
"{'ridge__ridgeclassifier__alpha': 10.0, 'svm__svc__C': 0.1, 'svm__svc__gamma': 'auto', 'weights': [1, 3]}",0.5548430674700809,0.01244902346040968,97
"{'ridge__ridgeclassifier__alpha': 10.0, 'svm__svc__C': 0.1, 'svm__svc__gamma': 'auto', 'weights': [1, 2]}",0.5548430674700809,0.01244902346040968,97
"{'ridge__ridgeclassifier__alpha': 0.1, 'svm__svc__C': 0.1, 'svm__svc__gamma': 'auto', 'weights': [1, 3]}",0.5548430674700809,0.01244902346040968,97
"{'ridge__ridgeclassifier__alpha': 0.1, 'svm__svc__C': 0.1, 'svm__svc__gamma': 'auto', 'weights': [1, 2]}",0.5548430674700809,0.01244902346040968,97
"{'ridge__ridgeclassifier__alpha': 10.0, 'svm__svc__C': 0.1, 'svm__svc__gamma': 'scale', 'weights': [1, 3]}",0.554818503339302,0.01245691206295987,103
"{'ridge__ridgeclassifier__alpha': 0.1, 'svm__svc__C': 0.1, 'svm__svc__gamma': 'scale', 'weights': [1, 3]}",0.554818503339302,0.01245691206295987,103
"{'ridge__ridgeclassifier__alpha': 0.1, 'svm__svc__C': 0.1, 'svm__svc__gamma': 'scale', 'weights': [1, 2]}",0.554818503339302,0.01245691206295987,103
"{'ridge__ridgeclassifier__alpha': 10.0, 'svm__svc__C': 0.1, 'svm__svc__gamma': 'scale', 'weights': [1, 2]}",0.554818503339302,0.01245691206295987,103
"{'ridge__ridgeclassifier__alpha': 1.0, 'svm__svc__C': 0.1, 'svm__svc__gamma': 'scale', 'weights': [1, 3]}",0.554818503339302,0.01245691206295987,103
"{'ridge__ridgeclassifier__alpha': 1.0, 'svm__svc__C': 0.1, 'svm__svc__gamma': 'scale', 'weights': [1, 2]}",0.554818503339302,0.01245691206295987,103
